id,name,created_at,numeric_id,inbound_recording_enabled,outbound_recording_enabled,hipaa_account,features,outbound_recording_on_by_default,masked_id,outbound_greeting_enabled,agency_in_trial,has_zuora_account,brand_status,approaching_cold_outbound_limit,allow_cold_outbound_texting,allow_texting,ten_dlc_effective_date,has_unique_subaccount
ACC2e66c0fd02c346caab96f3c08578a78d,Home Genius Exteriors,2021-11-16 13:47:45 -0500,756441597,True,True,False,"1, 2, 7, 20, 27, 41, 45, 48, 55, 56, 57, 58, 60, 61, 62, 63, 67, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 87, 88, 90, 97, 98, 103, 104, 106, 107, 109, 117, 120, 122, 128, 129, 131, 136, 137, 141, 149, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 178, 181, 182, 184, 186, 187, 188, 190, 191, 194, 196, 198, 199, 203, 205, 212, 4, 15, 17, 18, 22, 24, 25, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 40, 42, 43, 44, 47, 51, 52, 54, 55, 59, 80, 86, 89, 95, 99, 101, 102, 104, 105, 108, 110, 112, 119, 121, 124, 133, 147, 148, 149, 204",False,756441597,False,False,True,,False,False,True,2022-06-28T23:59:59.999-04:00,True
